"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"A_23_P85800",-2.09219505769228,11.2003686346154,-14.5086696659314,6.80571735613027e-27,1.12386394388696e-24,50.6668351880273
"A_23_P70398",2.88042571346157,10.8388779317308,14.504186373493,6.95594246255632e-27,1.14314894806521e-24,50.6451802454529
"A_23_P349566",-3.16505562884614,5.81638716057692,-14.5027755650832,7.00390132123011e-27,1.14552324815124e-24,50.6383653564608
"A_23_P320250",1.25390242307695,10.459224625,14.4927452929465,7.35458476904378e-27,1.19715129123916e-24,50.589907614723
"A_23_P207354",-2.98955519230767,8.11013266538462,-14.462208190562,8.53468264364616e-27,1.38265903700359e-24,50.442306492747
"A_33_P3291998",2.3215819596154,5.04475542403846,14.4214189658441,1.0413251039519e-26,1.67861008410945e-24,50.2449834673542
"A_23_P112289",-2.1995022076923,5.14854739423077,-14.4205068725455,1.04597006674462e-26,1.67861008410945e-24,50.2405689060194
"A_23_P214897",-2.74042379807691,7.70239767788462,-14.417481774272,1.06152535125717e-26,1.69561313467402e-24,50.2259266453127
"A_23_P103932",-2.25048964423074,11.7486620817308,-14.4072155695469,1.11606883450219e-26,1.77444562650178e-24,50.1762276908108
"A_23_P368718",-1.98450643653844,8.43537305096154,-14.3978497222139,1.16828201520295e-26,1.84656543003071e-24,50.1308768059072
"A_23_P151232",-3.0589661076923,3.81219633269231,-14.3971580641977,1.17223385401125e-26,1.84656543003071e-24,50.1275272904235
"A_33_P3219651",-3.3392092403846,7.30176332980769,-14.3782824672077,1.2854243649831e-26,2.01558078294575e-24,50.0360965782882
"A_33_P3344521",-3.09742506153845,4.64780697884615,-14.3689600524778,1.34531631853995e-26,2.0998606263311e-24,49.9909250320888
"A_23_P205098",-1.44398061730767,8.85292906634615,-14.3573987103261,1.42350237033524e-26,2.21179916023497e-24,49.9348909699125
"A_24_P298027",2.07842374769232,2.97132480884615,14.3553955536185,1.437506001269e-26,2.22345102449675e-24,49.9251807644774
"A_23_P416711",-1.6794634903846,7.29983085288462,-14.3257871379217,1.66139569611028e-26,2.55817518378999e-24,49.7816018446209
"A_23_P202837",2.54949518269234,10.2240617067308,14.3209206147082,1.70141240657997e-26,2.60804395937771e-24,49.757993217833
"A_33_P3299416",-2.35966358653843,11.5436172067308,-14.3022054427561,1.86453900989485e-26,2.84533647210873e-24,49.6671764234868
"A_23_P103104",-1.44579651730767,8.06714987788462,-14.2432002987706,2.48911148886781e-26,3.78156880106525e-24,49.3805885817426
"A_23_P112874",-2.6510344076923,3.40249590769231,-14.2411787095298,2.51388961264126e-26,3.80231365614673e-24,49.3707627280115
"A_33_P3219850",-2.74532781538461,4.226048725,-14.2268593090896,2.69663978937105e-26,4.0607593797388e-24,49.3011506127315
"A_33_P3794213",-1.88650291730768,3.9239753625,-14.2184083681275,2.81069798764462e-26,4.21395128559894e-24,49.2600564568343
"A_23_P207911",-1.71861920192305,10.6568908509615,-14.1844342418689,3.32029517368445e-26,4.95622925423824e-24,49.0947700838753
"A_24_P406060",-1.57353400961536,10.5133753028846,-14.1810423438048,3.37601415808477e-26,5.01505466374439e-24,49.0782611351081
"A_33_P3422822",-2.31489368076921,8.14799730576923,-14.1802571398808,3.38904609696327e-26,5.01505466374439e-24,49.0744392286129
"A_23_P344421",-2.58256033461536,9.64238776538462,-14.1777994144105,3.43016424689224e-26,5.05402174359988e-24,49.0624760319755
"A_33_P3283824",-4.06623075576921,7.7816298625,-14.1625634311545,3.6964893299071e-26,5.4230512774341e-24,48.9882983797284
"A_33_P3211818",2.25763015769232,3.26652062115385,14.1598722034622,3.74564661363307e-26,5.45003387269425e-24,48.9751932039013
"A_33_P3234202",-3.44665134807691,8.54455757596154,-14.1598111848681,3.7467687449409e-26,5.45003387269425e-24,48.9748960589305
"A_24_P940411",-2.42413857499999,5.05763269711538,-14.1356196772642,4.21935154277838e-26,6.11144465198277e-24,48.857056694774
"A_33_P3401902",-2.88827976153843,10.6074266576923,-14.1291309052858,4.35600042029987e-26,6.28274946696669e-24,48.8254380567875
"A_23_P141555",-2.89676432115383,9.13530255096154,-14.1124342594506,4.72841283577382e-26,6.79123260358221e-24,48.7440566094354
"A_32_P56001",-2.13202361923075,9.62257839230769,-14.106754546386,4.86225645087953e-26,6.95424737491277e-24,48.716365910399
"A_23_P132718",-3.01777500961536,10.7242224567308,-14.1023772767745,4.96799926399326e-26,7.07587995171174e-24,48.6950226478444
"A_23_P59261",1.97949122307695,8.74330221538461,14.0991414646159,5.04764999969769e-26,7.15949460330564e-24,48.6792436786249
"A_23_P119562",-2.66493934615382,13.08258075,-14.0980940158102,5.0737072129256e-26,7.16671626691883e-24,48.6741356961285
"A_23_P161135",-2.27186938461538,3.60680164230769,-14.0859331845689,5.38630631369061e-26,7.57695920662082e-24,48.6148233103786
"A_23_P42695",1.50160925000003,11.1184333942308,14.0845170297905,5.42394480859782e-26,7.59863546689751e-24,48.6079151856131
"A_24_P944756",-4.47053697307691,5.46245446153846,-14.083067757385,5.46273707236823e-26,7.62174454468422e-24,48.6008452790838
"A_23_P52227",-4.12574951346152,9.49377952211538,-14.0820881178116,5.48911655690009e-26,7.62741753107788e-24,48.5960662243708
"A_23_P156890",-3.39610237499999,6.24512646057692,-14.0689548142835,5.85537678433195e-26,8.10341476189551e-24,48.5319866625224
"A_33_P3361067",-1.73060390192306,5.39225436057692,-14.067414955365,5.89989772971033e-26,8.13210500381807e-24,48.5244721800976
"A_23_P414913",-1.93057672115382,11.4529771298077,-14.0610929645571,6.08627380259158e-26,8.35530511622442e-24,48.493618224024
"A_23_P111583",-3.29518248846152,8.88135465,-14.0521958540517,6.35862895243175e-26,8.69428053923898e-24,48.4501890927206
"A_33_P3232498",-2.90428984423076,3.65397467211538,-14.0500937231164,6.42474685580741e-26,8.74968612637709e-24,48.4399267574822
"A_23_P57417",4.69723764807695,7.43973083365385,14.0434391032442,6.63864164789756e-26,9.00510664484454e-24,48.4074365216845
"A_33_P3396578",-2.04683139807692,2.84448725096154,-14.0273612832914,7.18541282140168e-26,9.70825954442583e-24,48.3289186119546
"A_33_P3347291",-4.1946979230769,13.1237721442308,-14.0259197919352,7.23659160123237e-26,9.73891380728055e-24,48.3218775236106
"A_24_P337000",-1.4140403557692,10.9446185336538,-14.0154826197736,7.61824255043385e-26,1.0212328827509e-23,48.2708894083373
"A_33_P3423854",-3.9620539403846,5.79799272980769,-13.9747344102898,9.3120965060055e-26,1.24341951119057e-23,48.0717095087803
"A_23_P154037",-2.49176835961537,8.19803228173077,-13.9736617765122,9.36146332263609e-26,1.24514747376525e-23,48.0664639363862
"A_33_P3230990",-1.41089885576921,7.38736755865385,-13.9728328808337,9.39979235157392e-26,1.24539961997617e-23,48.0624102460561
"A_23_P35871",3.51732861538463,4.84323835769231,13.9704467743266,9.51101079413708e-26,1.2552698145791e-23,48.0507406398485
"A_23_P11800",-2.62087657692305,9.75887604807692,-13.9661153410231,9.71629125210992e-26,1.27743070719567e-23,48.029555527924
"A_23_P167389",-2.07333627884613,9.73033620673077,-13.9579967326812,1.01131236388043e-25,1.32450921588217e-23,47.9898417331711
"A_23_P208493",-2.08211476923074,11.0156846346154,-13.9506378943215,1.04868692946213e-25,1.36821623319862e-23,47.9538382595229
"A_32_P150086",-2.48887248653845,6.87397755865385,-13.934309203289,1.1366489579137e-25,1.47734111514692e-23,47.8739281643692
"A_23_P144807",-1.74161327692306,6.78290102307692,-13.928705918735,1.16851153804126e-25,1.51300113276001e-23,47.8464998320899
"A_33_P3219279",-2.39318893269229,7.79729044711538,-13.9064539773849,1.304153498441e-25,1.68225958630976e-23,47.7375417266216
"A_33_P3238820",-3.20217879615384,5.40464478461538,-13.899072205935,1.35255899430291e-25,1.73814000384423e-23,47.7013844674956
"A_33_P3335915",-3.35477544423076,4.05920823557692,-13.8972016692812,1.3651089131261e-25,1.74769730252395e-23,47.6922212964513
"A_24_P253003",3.75466008653849,8.4575525875,13.893711655951,1.38883786984722e-25,1.7714419740667e-23,47.6751238001907
"A_33_P3329433",-3.10523266076922,4.94449767153846,-13.8877098763045,1.43061755320907e-25,1.81794794874891e-23,47.6457181190397
"A_23_P108294",2.40008411153848,6.25275385961538,13.8684841756655,1.57314287882141e-25,1.99165714913897e-23,47.5514955721492
"A_33_P3248394",-2.11097489615384,3.50260155576923,-13.8480338157599,1.7404394802798e-25,2.19532999093743e-23,47.4512271425427
"A_32_P70158",-2.0563253557692,11.5410307548077,-13.8260329545941,1.94043490830826e-25,2.43859876730519e-23,47.3433060754504
"A_24_P400842",-3.34688693653845,5.76989693365385,-13.8177532419182,2.02154332459474e-25,2.53122400969312e-23,47.3026779814376
"A_33_P3282556",-1.82164923461536,9.78642848846154,-13.8114471806966,2.085594896801e-25,2.60189380866235e-23,47.271729531346
"A_33_P3372727",-2.38442181538459,10.4537315057692,-13.810492497064,2.09546784389579e-25,2.60470462937781e-23,47.2670438280304
"A_33_P3325497",-3.23096885384614,5.86729870769231,-13.8053753510645,2.1491929691954e-25,2.6618066400727e-23,47.2419265816928
"A_23_P133123",2.56040778269233,6.90168006442308,13.785172403435,2.37516691249741e-25,2.93105886533931e-23,47.1427339671028
"A_23_P156408",-2.37917637307692,3.93099615769231,-13.7832727243955,2.39760566938585e-25,2.94597489608124e-23,47.1334046519972
"A_24_P682579",-1.79997768653845,4.08052975480769,-13.7826934268503,2.40449052454924e-25,2.94597489608124e-23,47.1305596473862
"A_23_P46131",-2.98680266730767,8.9615008875,-13.7770197273075,2.47298004210074e-25,3.01906702782606e-23,47.1026934788447
"A_24_P132383",-2.61883065961536,9.15305228557692,-13.7633725192614,2.64585465225594e-25,3.2186209814258e-23,47.0356515924693
"A_33_P3252781",-2.5022774153846,6.99554995192308,-13.7485490522926,2.84741222288295e-25,3.45152808563148e-23,46.9628087686348
"A_33_P3212257",-3.17017676538459,8.46886469038462,-13.7473434562729,2.86446784300188e-25,3.45993301333334e-23,46.9568834128601
"A_33_P3249976",-2.17958653076921,7.24862963269231,-13.7428556156601,2.92886434050776e-25,3.52525949829495e-23,46.9348248664573
"A_23_P80491",-3.79980827307692,4.10872227307692,-13.6922314077713,3.76424488976106e-25,4.51484852865622e-23,46.6858492860519
"A_23_P500400",-2.0423551230769,8.99143975576923,-13.6863037647775,3.87655492269287e-25,4.63329639588847e-23,46.6566786799627
"A_23_P109072",3.32722070769233,5.522552525,13.6750165610805,4.09980181189887e-25,4.88304966328011e-23,46.6011227879135
"A_33_P3381338",-3.30775263076921,9.2069538,-13.6639056301914,4.33217189297203e-25,5.14189693810635e-23,46.5464213694604
"A_33_P3246838",-2.65962906346152,6.77752865288462,-13.6567741831655,4.48824034597995e-25,5.29064013251053e-23,46.5113049137148
"A_23_P1361",1.91611500384618,8.39831288653846,13.6567649325101,4.48844641613683e-25,5.29064013251053e-23,46.5112593584362
"A_23_P58588",-2.34787542499997,9.75945031634615,-13.6422060499776,4.82482982751752e-25,5.66759993106637e-23,46.4395523045225
"A_23_P161727",-2.08346798269228,9.32185320096154,-13.6309959625794,5.10099828308102e-25,5.97148713392324e-23,46.3843239258476
"A_24_P120907",-2.51725663846153,5.47783842115385,-13.614906889357,5.52534251802703e-25,6.4461700782839e-23,46.3050353565647
"A_23_P16944",2.20535685576927,11.7743611394231,13.6111103640435,5.63053922374783e-25,6.54655517977456e-23,46.2863217428644
"A_23_P52761",3.69826818846157,11.5309128673077,13.6018186170523,5.89656555467302e-25,6.8326203510301e-23,46.2405150366793
"A_23_P301414",-2.08740670384614,4.63547298846154,-13.599726133813,5.95819475518413e-25,6.88070849042092e-23,46.2301982107285
"A_23_P118834",3.67440691730772,6.37612667788462,13.5927582205467,6.16812009072584e-25,7.09915316704651e-23,46.1958401585386
"A_23_P23669",-2.17706285192306,8.28876127403846,-13.5906085424832,6.23437165438402e-25,7.15132638462446e-23,46.1852392974814
"A_33_P3333360",-1.65302772884614,8.30370881826923,-13.5878669991433,6.31990195105318e-25,7.22519091614886e-23,46.171719029296
"A_33_P3353737",-4.62814441346152,7.76479608173077,-13.5792986513712,6.59488747298408e-25,7.5144346163005e-23,46.1294580847263
"A_24_P244706",-3.78526760384614,6.22588357307692,-13.5777907338194,6.6445101636485e-25,7.54582361873743e-23,46.1220199175328
"A_23_P49155",2.85396716538464,7.60551679038462,13.5715389932742,6.85427474654275e-25,7.75826733977056e-23,46.0911791732025
"A_33_P3325952",-1.59391179999999,4.41283243461538,-13.5495351943069,7.64689721168801e-25,8.62686096987232e-23,45.9825989176025
"A_23_P116898",-1.92709370192304,15.0138234951923,-13.5280804671522,8.50832222710487e-25,9.5671045621423e-23,45.8766797744619
"A_33_P3300092",-1.53261154807688,13.3559255528846,-13.5176788220552,8.96038858707053e-25,1.00423922318633e-22,45.8253110981436
"A_24_P843020",-2.65974187692307,3.84864564423077,-13.5090670157177,9.35286580632853e-25,1.04480069234552e-22,45.7827731178468
"A_33_P3325753",-1.49634323269229,8.58759080673077,-13.4970588733339,9.92911620465324e-25,1.10556019291095e-22,45.7234461946286
"A_33_P3303717",-4.14366849999999,7.79283832884615,-13.4913954042745,1.02131392467292e-24,1.13349265867189e-22,45.6954603488702
"A_33_P3322999",-2.4291419826923,3.42825196057692,-13.4835373407275,1.06207850811734e-24,1.17492005317071e-22,45.6566245279522
"A_33_P3218649",-2.26504869999998,8.48871651538462,-13.4799566016369,1.08119203212321e-24,1.19220603980863e-22,45.6389258338558
"A_24_P274831",-2.43968160961536,9.36184646442308,-13.469246213351,1.14044936934191e-24,1.25350420553744e-22,45.5859792268865
"A_32_P109604",-2.77737405192306,7.36291438173077,-13.4569525092383,1.21249821878262e-24,1.32842392989251e-22,45.525191048827
"A_23_P113382",2.44325533653847,3.5396425875,13.4465528101219,1.27700484516932e-24,1.39462800710617e-22,45.4737560193
"A_23_P342727",-1.59539768076921,8.12949328653846,-13.4430973623657,1.29919201393778e-24,1.41434014689284e-22,45.4566635569156
"A_33_P3272563",-1.5884791903846,6.81354172788462,-13.4349081181197,1.35333266824256e-24,1.4667566223592e-22,45.4161503861378
"A_23_P29495",3.48847250769234,11.8797804,13.4345246275688,1.35592280567975e-24,1.4667566223592e-22,45.4142530450526
"A_23_P66881",-2.80563276923076,5.89543529038462,-13.4273905761949,1.40502489917354e-24,1.51507779585013e-22,45.3789541948566
"A_23_P146233",-2.62564082884613,10.9700785855769,-13.4197828784203,1.45935595098656e-24,1.56871586391741e-22,45.3413060681042
"A_24_P105191",3.97550028653849,7.22041805288462,13.3986131150784,1.62190464979576e-24,1.73798014557895e-22,45.2365125843244
"A_32_P224525",-3.76978201923075,8.77806517307692,-13.3963674569449,1.64018057414406e-24,1.75207164268645e-22,45.2253935777486
"A_33_P3329378",-2.86226214999999,6.12949222307692,-13.3930046073373,1.66793597635231e-24,1.77263229525498e-22,45.2087420273495
"A_33_P3356462",3.81372927884617,4.64153687980769,13.3927808267461,1.66979960527778e-24,1.77263229525498e-22,45.2076339105061
"A_33_P3317580",-1.78605822307691,6.84962119038462,-13.3838409634506,1.74598549524845e-24,1.84777158464637e-22,45.1633613508194
"A_23_P156708",-3.41190398269228,11.0493470951923,-13.379672068919,1.78269682857946e-24,1.88080017565838e-22,45.1427131263616
"A_24_P391230",-2.05213213076921,8.36081886730769,-13.3741813851061,1.83223313212414e-24,1.92711462016613e-22,45.1155155023307
"A_23_P83028",-1.87149587115382,9.29365408365385,-13.3607647490938,1.95917006970227e-24,2.05430400284149e-22,45.0490445840226
"A_33_P3307363",-2.10650650384613,10.9762410942308,-13.3505807201373,2.06138669203606e-24,2.15487404568406e-22,44.9985770932963
"A_23_P104734",1.58246445192311,9.72674607211538,13.3417841511218,2.15397799908202e-24,2.24479969337259e-22,44.9549768506914
"A_23_P121702",1.93148734615388,11.7048283461538,13.3316444892025,2.26589973972471e-24,2.35426294234072e-22,44.9047099370032
"A_23_P26847",3.7719283519231,6.52730587211538,13.3296747198838,2.28831020322041e-24,2.37034265686919e-22,44.8949437009155
"A_23_P204736",-1.62867002692306,6.41753533461538,-13.3248843669228,2.34374411771492e-24,2.42042915939121e-22,44.8711912200019
"A_33_P3299656",-1.86255619230768,6.51850076346154,-13.3231262593679,2.36442543187343e-24,2.43443236559426e-22,44.8624732459082
"A_33_P3275055",-2.41974025961537,5.19505313365385,-13.3163116511308,2.44633468946633e-24,2.51120296366449e-22,44.8286785511111
"A_23_P211850",-1.48184728653844,9.49100103942308,-13.3128517586167,2.4890057608913e-24,2.54735580612417e-22,44.8115186353593
"A_33_P3280237",-2.01436398461538,3.65127481153846,-13.2938905273159,2.73647958510553e-24,2.79227109425857e-22,44.7174560527889
"A_24_P69095",2.51334645576925,6.99030015096154,13.2888852164074,2.80583228652174e-24,2.85451681696942e-22,44.6926198161364
"A_33_P3350621",-1.87301379230768,5.18701910769231,-13.2776273840393,2.96833598119863e-24,3.01087919422293e-22,44.6367496236324
"A_23_P400515",-1.41601602499998,6.43766630673077,-13.2716684301097,3.05814271535457e-24,3.09279563428892e-22,44.6071715347348
"A_23_P200404",1.32648688461541,10.5612201923077,13.2702912600313,3.07928300179175e-24,3.10498911062677e-22,44.6003352609457
"A_33_P3323564",-2.59753247115384,4.05757051826923,-13.2644832530743,3.17006521054078e-24,3.17989639707273e-22,44.5715022429022
"A_23_P322",1.65789905384618,7.40265137115385,13.2643502515828,3.17217526665829e-24,3.17989639707273e-22,44.5708419369775
"A_33_P3379326",-2.1019099903846,7.66463450673077,-13.2607112550001,3.23045790049331e-24,3.22885211732639e-22,44.5527749121115
"A_23_P425681",-3.75770892807691,5.21517644173077,-13.2506360981122,3.39749329444825e-24,3.38590417737972e-22,44.5027465755835
"A_33_P3268304",-2.22176804807689,11.7788778413462,-13.2463150048726,3.47176393017205e-24,3.44986355886835e-22,44.4812870555902
"A_23_P256205",-2.48059549038459,9.08420938942308,-13.2364928711497,3.64670664110425e-24,3.6131992206628e-22,44.4325012883622
"A_23_P375",2.50789221730772,7.1700147375,13.2317570935263,3.73419147191657e-24,3.68918690995735e-22,44.408975659883
"A_33_P3389599",-2.05029811346152,6.46053292211538,-13.2244110798238,3.8740834442343e-24,3.81636295026689e-22,44.3724789619183
"A_23_P369479",1.77657310384617,4.95870313846154,13.2219657332273,3.92180846143815e-24,3.85227524819943e-22,44.3603287378552
"A_33_P3381483",-2.18708606730766,11.1492071394231,-13.2053671674102,4.26173723887381e-24,4.17418235061385e-22,44.2778397415819
"A_23_P170888",-3.7172866178846,5.62798933336538,-13.1870169916259,4.67207810267572e-24,4.56301845096469e-22,44.186614498485
"A_24_P133905",-3.03292707115383,7.31316119134615,-13.1852593498541,4.71340588543448e-24,4.59026647811416e-22,44.177874912239
"A_23_P46781",-2.42474886346152,8.82885484711538,-13.1826945201959,4.77437264692614e-24,4.63342109828903e-22,44.1651211760427
"A_33_P3416682",-1.35210458461537,5.76141497692308,-13.1822579886853,4.78482768538756e-24,4.63342109828903e-22,44.1629504387381
"A_23_P128993",-2.34911988461536,9.27883325,-13.1688316683856,5.11786532839027e-24,4.94192063616849e-22,44.0961764089476
"A_33_P3230264",-2.44261807692305,11.0427978365385,-13.1589475783003,5.37782339030662e-24,5.17831371692539e-22,44.0470079982163
"A_23_P429950",-2.24209682115382,9.32836124326923,-13.1444150295545,5.78430727011266e-24,5.55407234309723e-22,43.9746986284162
"A_23_P13065",1.71837715961541,7.19645158557692,13.1183590531827,6.59190110198251e-24,6.31179146692067e-22,43.8450012289019
"A_23_P57379",2.63196909615387,7.22612676153846,13.1119464090479,6.8074439585518e-24,6.49996806802169e-22,43.8130713343172
